Protein,KBase_derived_bin.038.fastaCALY_dastool_bins.RAST.proteins
K00053,NODE_7650_length_6809_cov_12.391768_1
K00826,NODE_1742_length_15916_cov_11.541958_14.NODE_825_length_24270_cov_13.610035_18
K01652,NODE_474_length_31944_cov_12.635141_25
K01653,NODE_474_length_31944_cov_12.635141_26
K01687,NODE_539_length_30169_cov_14.277479_2
K00052,NODE_9477_length_6006_cov_14.187027_5
K01703,NODE_9477_length_6006_cov_14.187027_1
K01704,NODE_9477_length_6006_cov_14.187027_2
K01754,NODE_3811_length_10248_cov_13.104091_2.NODE_692_length_26624_cov_12.151944_16
K01649,NODE_231_length_44717_cov_13.777954_34
K00166,NODE_2492_length_13046_cov_11.422985_14
K00167,NODE_2492_length_13046_cov_11.422985_13
K00253,NODE_19695_length_3992_cov_12.166878_7
K01968,NODE_1048_length_21253_cov_12.989999_2
K01969,NODE_1048_length_21253_cov_12.989999_1
K09699,NODE_2492_length_13046_cov_11.422985_12
K13766,NODE_159_length_53152_cov_12.380681_35
K00215,NODE_825_length_24270_cov_13.610035_6
K00674,NODE_43_length_89750_cov_12.895769_39
K00821,NODE_4341_length_9471_cov_12.718670_6
K01439,NODE_43_length_89750_cov_12.895769_37
K01714,NODE_539_length_30169_cov_14.277479_21
K01778,NODE_539_length_30169_cov_14.277479_28
K14267,NODE_2983_length_11820_cov_14.906757_12.NODE_3812_length_10247_cov_14.325746_12
K00290,NODE_231_length_44717_cov_13.777954_14
K00252,NODE_22_length_111760_cov_12.683461_5
K00145,NODE_763_length_25222_cov_13.334207_7
K00620,NODE_43_length_89750_cov_12.895769_15
K00930,NODE_789_length_24826_cov_13.011344_12
K00611,NODE_4341_length_9471_cov_12.718670_7
K01755,NODE_5986_length_7867_cov_11.947645_4
K01940,NODE_692_length_26624_cov_12.151944_14
K00147,NODE_793_length_24774_cov_13.501598_29
K00286,NODE_5239_length_8476_cov_12.224795_4
K00931,NODE_793_length_24774_cov_13.501598_28
K00128,NODE_11174_length_5480_cov_13.797788_3.NODE_2549_length_12904_cov_11.618959_4.NODE_43_length_89750_cov_12.895769_2
K00013,NODE_1164_length_20036_cov_13.010560_12
K00765,NODE_4924_length_8779_cov_13.466988_4
K00817,NODE_692_length_26624_cov_12.151944_23.NODE_863_length_23656_cov_13.317529_22
K01496,NODE_1048_length_21253_cov_12.989999_17
K01693,NODE_680_length_26868_cov_13.779585_5
K01814,NODE_680_length_26868_cov_13.779585_2
K02501,NODE_680_length_26868_cov_13.779585_4
K02502,NODE_4924_length_8779_cov_13.466988_5
K00014,NODE_22_length_111760_cov_12.683461_42
K00800,NODE_1392_length_18109_cov_13.443170_4
K00891,NODE_2697_length_12489_cov_12.974747_2
K01626,NODE_1673_length_16334_cov_12.901038_10
K01735,NODE_2697_length_12489_cov_12.974747_1
K01736,NODE_967_length_22211_cov_10.097897_14
K03786,NODE_966_length_22216_cov_13.064167_12
K00766,NODE_2697_length_12489_cov_12.974747_11
K01657,NODE_1469_length_17528_cov_13.384250_7
K01658,NODE_2697_length_12489_cov_12.974747_10
K01695,NODE_1392_length_18109_cov_13.443170_17
K01696,NODE_14534_length_4728_cov_11.908838_2
K01817,NODE_14534_length_4728_cov_11.908838_3
K06001,NODE_1179_length_19839_cov_13.082036_5
K04092,NODE_3630_length_10514_cov_13.183096_15
K04518,NODE_662_length_27139_cov_13.510338_4
K00220,NODE_863_length_23656_cov_13.317529_21
K01826,NODE_9892_length_5869_cov_14.577743_3
K00529,NODE_539_length_30169_cov_14.277479_13
K01919,NODE_2303_length_13623_cov_14.838959_1
K01920,NODE_4142_length_9735_cov_14.744112_9
K00677,NODE_1048_length_21253_cov_12.989999_6
K00748,NODE_1048_length_21253_cov_12.989999_8
K00912,NODE_1040_length_21390_cov_14.090930_15
K02517,NODE_1179_length_19839_cov_13.082036_19
K02527,NODE_1040_length_21390_cov_14.090930_14.NODE_3872_length_10151_cov_14.370741_8.NODE_4341_length_9471_cov_12.718670_11
K02535,NODE_716_length_26229_cov_13.509246_21
K02536,NODE_611_length_28199_cov_12.696063_4
K00979,NODE_2046_length_14637_cov_11.605678_3
K01627,NODE_2046_length_14637_cov_11.605678_2
K06041,NODE_670_length_27000_cov_13.034997_2
K00788,NODE_2270_length_13748_cov_12.866063_5.NODE_2492_length_13046_cov_11.422985_10
K00941,NODE_2492_length_13046_cov_11.422985_9
K00793,NODE_1820_length_15586_cov_12.836521_9
K00794,NODE_1820_length_15586_cov_12.836521_11
K01497,NODE_3812_length_10247_cov_14.325746_4
K11752,NODE_1820_length_15586_cov_12.836521_4
K11753,NODE_3756_length_10317_cov_14.222276_8
K14652,NODE_1820_length_15586_cov_12.836521_10
K00097,NODE_78_length_68787_cov_12.912719_36
K00275,NODE_1469_length_17528_cov_13.384250_3
K03474,NODE_22_length_111760_cov_12.683461_67
K00969,NODE_1046_length_21281_cov_12.762367_3
K01916,NODE_231_length_44717_cov_13.777954_36
K00859,NODE_22_length_111760_cov_12.683461_41
K00954,NODE_1820_length_15586_cov_12.836521_14
K03525,NODE_159_length_53152_cov_12.380681_14
K13038,NODE_680_length_26868_cov_13.779585_26
K00796,NODE_7650_length_6809_cov_12.391768_5
K00950,NODE_22_length_111760_cov_12.683461_63
K01633,NODE_7650_length_6809_cov_12.391768_6
K09007,NODE_935_length_22665_cov_14.928793_20
K11754,NODE_22_length_111760_cov_12.683461_99
K03635,NODE_2303_length_13623_cov_14.838959_7
K03638,NODE_8305_length_6494_cov_14.433142_8
K03750,NODE_43_length_89750_cov_12.895769_61.NODE_5894_length_7932_cov_13.076679_1
K00228,NODE_7341_length_6969_cov_13.733729_1
K00643,NODE_2799_length_12232_cov_13.783691_8
K01599,NODE_2363_length_13470_cov_13.017145_12
K01698,NODE_78_length_68787_cov_12.912719_3
K01719,NODE_2896_length_11985_cov_13.688097_4
K01749,NODE_2363_length_13470_cov_13.017145_11
K01772,NODE_8037_length_6625_cov_13.197565_2
K01885,NODE_3872_length_10151_cov_14.370741_2.NODE_763_length_25222_cov_13.334207_16
K02495,NODE_3139_length_11445_cov_12.219403_4
K08973,NODE_22_length_111760_cov_12.683461_43
K02302,NODE_15644_length_4540_cov_12.591750_4.NODE_950_length_22394_cov_13.787323_12
K00768,NODE_2697_length_12489_cov_12.974747_12
K00798,NODE_43_length_89750_cov_12.895769_35
K02226,NODE_680_length_26868_cov_13.779585_23
K02227,NODE_2363_length_13470_cov_13.017145_4
K02231,NODE_680_length_26868_cov_13.779585_24
K02232,NODE_1837_length_15513_cov_11.539138_8
K02233,NODE_2697_length_12489_cov_12.974747_13
K19221,NODE_255_length_42279_cov_13.076378_10
K00568,NODE_2492_length_13046_cov_11.422985_1
K03179,NODE_2303_length_13623_cov_14.838959_4
K03183,NODE_1043_length_21298_cov_12.673916_14
K18800,NODE_43_length_89750_cov_12.895769_3
K00099,NODE_1179_length_19839_cov_13.082036_12
K00919,NODE_395_length_34523_cov_13.733550_32
K01662,NODE_825_length_24270_cov_13.610035_12
K03526,NODE_2799_length_12232_cov_13.783691_6
K03527,NODE_22_length_111760_cov_12.683461_61
K12506,NODE_78_length_68787_cov_12.912719_19
K00795,NODE_825_length_24270_cov_13.610035_13
K00067,NODE_22_length_111760_cov_12.683461_88
K00973,NODE_22_length_111760_cov_12.683461_87
K01710,NODE_22_length_111760_cov_12.683461_89
K01790,NODE_22_length_111760_cov_12.683461_90
K02078,NODE_399_length_34469_cov_14.249346_15
K20940,NODE_5053_length_8651_cov_9.249535_11
K00074,NODE_7341_length_6969_cov_13.733729_6
K01912,NODE_231_length_44717_cov_13.777954_23
K15866,NODE_763_length_25222_cov_13.334207_13
K12340,NODE_5869_length_7954_cov_15.387644_7
K02575,NODE_1742_length_15916_cov_11.541958_7.NODE_1742_length_15916_cov_11.541958_8
